video_id,total_views,total_comments,total_likes,total_shares,total_watch_time_min,total_subscribers_gained,total_subscribers_lost,avg_watch_duration_per_view,avg_view_percentage,total_engagement,engagement_rate,like_rate,comment_rate,share_rate,net_subscribers,days_active,date_first_published,date_last_recorded
T0U1D4MIWA0,1491,4,61,17,3657,2,1,2.5653363087362147,62.553977591036414,82,4.359490274983233,4.09121395036888,0.2682763246143528,1.1401743796109993,1,357,2021-03-19,2024-11-03
TvYzk2ygXW4,7124,17,114,29,7748,28,12,1.0517767747598643,35.56034106412005,160,1.8388545760808532,1.600224592925323,0.2386299831555306,0.40707467714766987,16,733,2021-02-02,2024-11-01
UR9wWKJn01k,1694,10,91,12,83957,5,0,38.510719064010914,10.702727272727273,113,5.962219598583235,5.371900826446281,0.5903187721369539,0.70838252656434475,5,11,2024-02-13,2024-03-19
V1YwVETqB2c,7608,8,128,32,186255,13,0,22.682857615938392,35.03991620111732,168,1.7875920084121977,1.6824395373291272,0.10515247108307045,0.4206098843322818,13,1432,2019-09-11,2024-11-08
VY3tz7qDFRE,39453,28,474,131,1490982,94,2,31.786275226350906,31.491527570789867,633,1.2724000709705219,1.20142954908372,0.07097052188680202,0.33204065597039517,92,1342,2020-08-17,2024-11-10
WLnGdj1FqZY,22234,16,329,100,902024,37,3,40.1076530101402,29.08943430656934,445,1.551677610866241,1.4797157506521543,0.07196186021408654,0.4497616263380408,34,548,2023-04-15,2024-11-10
WRD9aHXC89I,6758,5,125,34,149100,10,0,20.501145083215246,34.092933425797504,164,1.9236460491269605,1.8496596626220774,0.0739863865048831,0.5031074282332051,10,1442,2019-09-17,2024-11-10
WWCaid-ty_A,36005,45,518,165,923755,73,3,23.61803877608601,36.95696406443618,728,1.563671712262186,1.4386890709623663,0.12498264129981948,0.4582696847660047,70,1614,2020-04-23,2024-11-09
WcD9IRLdayY,965,15,50,17,1883,2,1,2.2419399244741336,53.987155963302754,82,6.7357512953367875,5.181347150259067,1.5544041450777202,1.7616580310880827,1,109,2024-05-28,2024-11-02
WfOAF0QAteU,62425,48,1039,523,1566127,155,2,24.589187439198337,30.745906593406595,1610,1.7412895474569483,1.6643972767320783,0.07689227072486984,0.8378053664397277,153,1456,2020-11-16,2024-11-10
WsbEVpbKm0U,11833,26,251,43,363843,12,1,29.136889160236013,27.92716335540839,320,2.340911011577791,2.121186512296121,0.21972449928166993,0.36339051804276173,11,906,2021-12-17,2024-11-10
Xb5Isd3JdzY,5695,15,121,31,120142,9,2,13.909339051208027,20.76760210803689,167,2.3880597014925375,2.124670763827919,0.2633889376646181,0.5443371378402108,7,759,2020-08-20,2024-10-24
Y-o9cZukwfA,806,0,45,14,1382,4,0,1.469358347023613,51.87480916030534,59,5.583126550868486,5.583126550868486,0,1.7369727047146404,4,131,2024-02-22,2024-11-10
YBocj6P0-yo,1432,4,70,16,3453,1,0,2.1186618302214946,43.964133333333336,90,5.167597765363128,4.888268156424581,0.27932960893854747,1.1173184357541899,1,450,2021-05-01,2024-11-07
YJblVH2YcpE,11,0,0,0,3,0,0,0.2727272727272727,29.54,0,0,0,0,0,0,1,2024-09-19,2024-09-19
YaowtNI7RqI,646965,177,5776,1609,30518135,1032,24,47.10297521370999,25.7893527696793,7562,0.920142511573269,0.89278399913442,0.02735851243884909,0.24869969781982026,1008,1715,2020-03-02,2024-11-10
YnWTBOP7fB0,62298,33,770,214,2038135,93,3,31.20696772596953,24.984444444444446,1017,1.2889659379113294,1.2359947349834666,0.05297120292786286,0.34351022504735307,90,306,2024-01-10,2024-11-10
Yt3y-EGsp0Q,22852,39,374,153,545683,68,2,21.363188050524442,34.153455037187285,566,1.8072816383686328,1.6366182391037982,0.1706633992648346,0.6695256432697357,66,1479,2020-06-06,2024-11-10
YuQaT52VEwo,8630,10,141,50,167736,17,1,18.356782734241197,30.287116883116884,201,1.749710312862109,1.633835457705678,0.11587485515643105,0.5793742757821553,16,1540,2019-09-06,2024-11-06
Z9AS4IIJVn4,28922,24,525,204,750673,70,4,25.20767071309533,39.3321147260274,753,1.898208975866123,1.8152271627135053,0.08298181315261738,0.7053454117972477,66,1168,2021-06-28,2024-11-10
ZOMnImmhh5o,16063,30,331,115,394311,60,1,20.996632426490656,27.310049668874168,476,2.247400859117226,2.0606362447861546,0.18676461433107142,0.7159310216024404,59,1208,2020-12-21,2024-11-08
ZbU2szTYnE8,262794,190,2634,774,19527872,419,19,71.70068086724469,15.58539534883721,3598,1.0746059651285798,1.0023059887212038,0.07229997640737612,0.29452727231215325,400,1505,2020-09-27,2024-11-10
Zw2yCUhrCVY,50502,28,568,171,1060314,83,3,20.93939609555964,30.81303493449782,767,1.1801512811373807,1.1247079323591145,0.055443348778266205,0.33860045146726864,80,1832,2019-10-24,2024-11-10
ZwtHeB7L6lA,12368,23,263,81,308145,27,0,22.479762210576066,32.696579292267366,367,2.3124191461836996,2.126455368693402,0.18596377749029755,0.6549159120310478,27,763,2021-04-15,2024-11-03
_2fHUYbrhvw,1942,7,31,8,13071,5,4,8.900816192830852,17.281984126984128,46,1.956745623069001,1.596292481977343,0.3604531410916581,0.4119464469618949,1,378,2023-03-15,2024-11-06
_U-FjW5qLME,92187,35,1016,296,3770179,168,6,39.36372370061515,32.91567412140575,1347,1.1400739800622648,1.102107672448393,0.037966307613871805,0.32108648724874445,162,1565,2020-07-23,2024-11-10
_nq29rX0eBg,22972,18,349,115,658792,42,3,26.939585022800113,39.29270055113288,482,1.5975970746996342,1.519240814905102,0.07835625979453248,0.5006094375761797,39,1633,2019-12-17,2024-11-07
aLYVxdJEKQ0,6406,4,88,35,136803,9,0,21.00828729396033,33.51534175334324,127,1.4361536059943802,1.3737121448641898,0.06244146113019045,0.5463627848891663,9,1346,2019-09-25,2024-11-04
b7oTcUTqVG0,2015,4,40,9,32292,0,0,16.58650029194933,41.838980827447024,53,2.1836228287841193,1.9851116625310175,0.19851116625310172,0.4466501240694789,0,991,2019-10-25,2024-11-10
bLiuHH2pQg0,27345,36,511,156,558051,71,2,19.41086588320802,30.55338785046729,703,2.0003656975681112,1.8687145730480894,0.13165112452002192,0.5704882062534283,69,1284,2021-02-17,2024-11-08
bN7jBc95XDo,6772,8,111,37,161674,6,2,23.186932080288923,35.812643356643356,156,1.7572356763142352,1.6391021854695806,0.11813349084465447,0.5463673951565269,4,1430,2019-09-09,2024-11-09
bquG6Wh761g,3848,15,129,25,137227,8,0,27.91960434333179,22.55167741935484,169,3.7422037422037424,3.3523908523908528,0.38981288981288986,0.6496881496881497,8,155,2024-01-08,2024-11-10
cb12pUBFb0s,41032,49,635,191,1218754,107,3,27.686566096252964,34.68446015424165,875,1.6669916162994736,1.5475726262429323,0.11941899005654125,0.46549034899590563,104,1556,2020-05-19,2024-11-09
ciErumwTEHw,1028533,290,9771,3438,45775681,2072,57,42.147647951450736,20.4027308707124,13499,0.9781893240178,0.9499938261582273,0.028195497859572812,0.33426248841797007,2015,758,2022-10-15,2024-11-10
d8mbOha8JY4,13748,31,252,119,155086,44,0,11.180453882400567,26.3219801980198,402,2.0584812336339833,1.8329938900203666,0.2254873436136165,0.8655804480651732,44,1717,2019-12-18,2024-11-10
dPjMylXFR5A,955,3,52,11,1274,2,0,1.2427085838599314,45.520065789473684,66,5.7591623036649215,5.445026178010471,0.31413612565445026,1.1518324607329842,2,152,2024-02-22,2024-11-09
dTg8zNcYDRU,3149,5,63,30,10297,3,1,3.1596616922766603,68.66208860759494,98,2.159415687519848,2.000635122261035,0.15878056525881232,0.952683391552874,2,632,2021-03-18,2024-11-10
daDS0mtL4oc,47362,38,637,240,1035348,122,5,20.47475215013599,33.46539711191336,915,1.4251931928550317,1.3449600945906,0.0802330982644314,0.5067353574595668,117,1662,2020-04-06,2024-11-09
f15eiUSf0ZE,85328,33,1064,345,3066828,155,8,33.67556430854343,32.93095787651472,1442,1.2856272267016688,1.24695293455841,0.03867429214325895,0.40432214513407094,147,1733,2020-02-07,2024-11-09
f4UhbFDNzts,210652,130,3436,1578,4398494,510,7,20.804016853015266,30.731011619958988,5144,1.692839374893189,1.6311262176480643,0.06171315724512466,0.7491027856369747,503,1463,2020-11-09,2024-11-10
fO4X6oeDNq4,530,0,20,6,867,1,3,1.9453783866089385,34.36637362637363,26,3.7735849056603774,3.7735849056603774,0,1.1320754716981132,-2,91,2024-02-19,2024-11-07
fQ59coEoL_A,1730,5,39,5,3778,1,0,2.0878678985543275,61.51344827586207,49,2.5433526011560694,2.254335260115607,0.2890173410404624,0.2890173410404624,1,406,2021-03-04,2024-09-19
fXFeTabc_rM,1186,8,21,9,14094,2,0,11.614660281765344,16.428180212014134,38,2.4451939291736933,1.770657672849916,0.6745362563237773,0.7588532883642496,2,566,2020-04-19,2024-11-07
fau8SAiqLuE,38119,40,546,220,1240652,89,2,30.155083869941148,25.198810198300283,806,1.5372911146672263,1.432356567590965,0.10493454707626118,0.5771400089194365,87,706,2022-11-28,2024-11-10
g6Q6Saj49lU,2326,19,111,36,5923,6,1,2.280680341878426,54.50228758169934,166,5.588993981083405,4.772141014617369,0.816852966466036,1.5477214101461736,5,459,2021-03-06,2024-11-08
gnSoUzt24zI,17796,17,245,83,54181,20,2,2.3604521041539384,54.14037330316742,345,1.4722409530231513,1.3767138682850077,0.0955270847381434,0.4663969431332884,18,884,2021-08-05,2024-11-09
hRdElrzlF4w,189851,66,2248,678,9715290,277,13,48.19409423242076,26.78007062146893,2992,1.2188505722909018,1.184086467808966,0.034764104481935836,0.35712216422352266,264,1416,2020-12-25,2024-11-10
hZMaCiQGxPU,36520,40,614,217,906755,70,1,23.933732197296948,31.494983410749835,871,1.7907995618838994,1.6812705366922234,0.10952902519167579,0.5941949616648412,69,1507,2020-09-10,2024-11-09
hikdL29XSr0,271503,114,2290,471,13015306,332,8,47.93218615869956,28.856268480189232,2875,0.8854414131703885,0.8434529268553201,0.04198848631506834,0.1734787460912034,324,1691,2020-03-25,2024-11-10
hp-KyDuvwA4,629007,197,5985,2446,24734350,1076,22,38.075250556697746,24.617253424657534,8628,0.9828189511404484,0.9514997448359079,0.03131920630454033,0.3888668965528206,1054,1460,2020-11-12,2024-11-10
hpYE3SQonmk,859,3,30,9,1344,0,2,1.6877254373895298,35.2790780141844,42,3.841676367869616,3.4924330616996504,0.3492433061699651,1.0477299185098952,-2,282,2021-04-15,2024-10-08
huFQOamg-G0,35068,41,661,249,913132,96,6,25.160336897585676,33.35864274570983,951,2.0018250256644237,1.884909319037299,0.11691570662712444,0.7100490475647314,90,1282,2021-03-10,2024-11-09
iFeg7F2q-PU,374101,172,3462,965,15471993,520,14,42.32279395592348,26.10239465570401,4599,0.9713954252995849,0.9254185367053281,0.04597688859425663,0.2579517296131259,506,973,2022-03-14,2024-11-10
iwZWqRNfL3M,5229,13,151,60,102452,20,3,17.65836174295916,31.246067567567568,224,3.1363549435838594,2.8877414419583096,0.24861350162554982,1.1474469305794608,17,740,2020-08-31,2024-11-09
jCBMPRa88_4,24245,33,457,153,542774,47,2,21.030948455453697,32.79506655574043,643,2.021035265003093,1.884924726747783,0.1361105382553104,0.6310579500928026,45,1202,2021-04-09,2024-11-07
jDr77U4EHg0,96466,88,1150,271,3794297,114,2,37.62154657049633,28.806708860759493,1509,1.2833537204818277,1.1921298695913585,0.09122385089046918,0.28092799535587665,112,948,2022-03-08,2024-11-10
k6fLRPmf_Fg,51,0,4,2,12,0,0,0.12407407407407407,46.40166666666667,6,7.8431372549019605,7.8431372549019605,0,3.9215686274509802,0,6,2024-09-15,2024-10-03
kOkwPhOvQz8,1066854,267,9681,3421,46810787,1799,48,43.15304314479229,24.969150090415912,13369,0.9324612364953405,0.9074343818366899,0.025026854658650576,0.32066243366008845,1751,1659,2020-04-27,2024-11-10
kZSJ3BD5qPc,54,0,5,1,23,2,0,0.5752840909090909,64.3125,6,9.25925925925926,9.25925925925926,0,1.8518518518518516,2,4,2024-09-15,2024-09-18
kepHVbuaiUs,32,0,5,0,8,0,0,0.38654970760233914,56.544000000000004,5,15.625,15.625,0,0,0,5,2024-09-15,2024-10-01
kmeziTCiQNE,5801,7,106,19,21410,4,3,3.410329603659855,69.43217525773198,132,1.9479400103430442,1.8272711601448028,0.12066885019824168,0.3275297362523703,1,970,2021-08-12,2024-11-10
lB4cRoDPEFI,18253,24,290,80,511002,51,1,21.985604102691536,30.01833751044277,394,1.720265161891196,1.58877992658741,0.13148523530378567,0.43828411767928555,50,1197,2020-09-18,2024-11-08
lnRzKiDN2j8,1020,6,43,9,1807,2,1,1.6677485390055211,42.971920000000004,58,4.803921568627452,4.215686274509804,0.5882352941176471,0.8823529411764706,1,125,2024-04-03,2024-11-10
m5Hy_XA56Ok,83976,98,1257,377,5020311,168,8,59.06613566282028,20.274496240601504,1732,1.6135562541678576,1.4968562446413263,0.1167000095265314,0.4489377917500238,160,1330,2021-03-16,2024-11-10
mCZdig5L_oc,84540,47,1008,177,6937524,115,4,73.26591173050213,10.200110024449879,1232,1.2479299739768157,1.1923349893541517,0.05559498462266382,0.2093683463449255,111,818,2022-08-08,2024-11-10
mXNPf-GSynQ,24616,37,442,159,766135,48,0,28.731115428242624,31.40669603524229,638,1.9458888527786804,1.7955801104972375,0.15030874228144298,0.6459213519662009,48,1135,2021-04-01,2024-11-09
nJ0OHYDVUFg,1927,11,86,14,45436,2,1,26.273870845739907,29.83305785123967,111,5.033731188375714,4.462895692786715,0.5708354955889984,0.7265179034769071,1,121,2024-07-08,2024-11-10
ngtnVzWmmWY,1559,10,55,8,22926,1,0,15.672049178739604,28.498321167883212,73,4.169339320076972,3.527902501603592,0.6414368184733804,0.5131494547787042,1,137,2024-06-19,2024-11-08
nvDcl9MmrNs,21363,38,403,165,476417,45,0,21.943019313162,35.72766507177033,606,2.064316809436877,1.886439170528484,0.177877638908393,0.7723634321022329,45,1045,2021-04-07,2024-11-10
osHb4ICTi1M,172924,109,2545,1054,4081376,360,8,24.290138774433736,29.93409395973154,3708,1.5347782841016864,1.4717448127501098,0.06303347135157641,0.6095163193079041,352,1490,2020-10-13,2024-11-10
p1le17LXdVI,38012,32,458,121,1047696,72,2,26.780279624324358,40.96755580995993,611,1.2890666105440387,1.2048826686309586,0.08418394191308007,0.31832053035883406,70,1747,2020-01-30,2024-11-10
p7g_9KsPTr0,73934,67,1199,627,1751210,201,4,23.244283672687427,31.579381793478262,1893,1.7123380312170315,1.6217166662158142,0.0906213650012173,0.8480536694890036,197,1472,2020-10-28,2024-11-10
pSS4iRo-Xks,112188,60,1424,344,7459898,182,6,64.22307368129162,17.800507296733844,1828,1.3227796199236994,1.2692979641316362,0.05348165579206332,0.3066281598744964,176,1439,2020-11-30,2024-11-10
pWKKxy4xyok,120,2,8,1,20,1,0,0.07713498622589532,42.805454545454545,11,8.333333333333332,6.666666666666667,1.6666666666666667,0.8333333333333334,1,11,2024-09-19,2024-10-19
qJzKzM2DLQI,9756,17,176,49,270077,20,0,21.98510431373184,33.32422971741112,242,1.9782697826978268,1.8040180401804016,0.17425174251742517,0.5022550225502255,20,1097,2020-07-15,2024-10-29
qjiIV0IDUps,2306,9,62,36,3594,6,4,1.4115349497942944,38.06568935427574,107,3.0789245446660884,2.6886383347788376,0.39028620988725066,1.5611448395490026,2,573,2021-09-25,2024-11-09
qt7g2eBBU4c,6176,14,128,73,87041,29,0,13.786770160173191,32.3734344738541,215,2.299222797927461,2.072538860103627,0.22668393782383417,1.1819948186528497,29,1549,2020-01-18,2024-11-10
r9iYx_jTFng,398,0,11,1,483,1,1,1.405508923443706,37.384605263157894,12,2.763819095477387,2.763819095477387,0,0.25125628140703515,0,76,2024-02-19,2024-11-05
s5h4Inn4P2A,2552,7,70,18,5496,1,0,2.05818458994683,62.61205882352941,95,3.0172413793103448,2.74294670846395,0.274294670846395,0.7053291536050157,1,680,2021-09-01,2024-11-08
s8et6oZfIAc,132908,67,1197,238,7104827,164,5,51.51923158135132,32.30089402013026,1502,0.95103379781503,0.9006229873295813,0.050410810485448584,0.17907123724681737,159,1689,2020-03-16,2024-11-10
sOoWyjgMAtU,440,0,18,4,823,3,0,2.331840228969924,42.22011764705882,22,4.090909090909091,4.090909090909091,0,0.9090909090909091,3,85,2024-02-19,2024-11-07
sQmL9C6HpEI,77,0,8,3,47,0,0,0.6008509064002959,80.128,11,10.38961038961039,10.38961038961039,0,3.896103896103896,0,5,2024-09-15,2024-09-27
t1p7gMMhdaI,73394,35,914,312,1927258,131,4,25.981561128966238,39.33473136915078,1261,1.2930212278932882,1.2453334060004906,0.04768782189279778,0.4251028694443688,127,1731,2020-02-15,2024-11-10
tIbuGlRL4Ps,96101,66,1274,415,4247255,154,5,44.066142898722575,31.23113924050633,1755,1.3943663437425209,1.3256885984537103,0.06867774528881072,0.43183733780085537,149,553,2021-05-06,2022-11-09
tV4iv8YI9Dc,362,0,14,1,576,2,0,2.1010634566190123,42.245128205128204,15,3.867403314917127,3.867403314917127,0,0.2762430939226519,2,78,2024-02-19,2024-11-07
tdYa5FkrhVQ,1239,13,29,13,21587,4,0,16.110905796973643,28.906184210526316,55,3.389830508474576,2.340597255851493,1.0492332526230832,1.0492332526230832,4,456,2020-04-05,2024-10-31
tzK1RzQ5hzo,245202,116,2803,1682,8126348,498,11,32.94926613427586,27.50805,4601,1.190447059975041,1.14313912610827,0.04730793386677107,0.6859650410681806,487,1400,2021-01-11,2024-11-10
uR9BQ-WPIF8,565,3,33,3,688,1,2,1.0517843037180723,44.53119266055046,39,6.371681415929204,5.84070796460177,0.5309734513274336,0.5309734513274336,-1,109,2024-06-03,2024-11-07
uzpo-hZw0f4,33828,39,593,298,909281,60,3,25.084523391991695,35.35554076539102,930,1.868274801939222,1.7529856923258837,0.11528910961333806,0.8809270426865319,57,1202,2021-06-07,2024-11-10
v5wVhpvf-K8,479,0,10,1,550,0,1,1.2973156989114436,36.01274725274725,11,2.0876826722338206,2.0876826722338206,0,0.20876826722338201,-1,91,2024-02-19,2024-11-05
vL53Q0OV6l0,45786,40,737,305,1318064,81,7,28.053394820052787,31.226453447050464,1082,1.6970252915738435,1.6096623422006726,0.08736294937317084,0.6661424889704276,74,1407,2020-12-14,2024-11-10
vPXincyP3Qo,17007,15,260,102,443174,28,1,25.021604978946158,39.948029761904756,377,1.616981243017581,1.528782266125713,0.08819897689186806,0.5997530428647028,27,1680,2019-12-31,2024-11-07
vRLP3UPaExw,1413,2,32,11,15787,7,4,10.65665259701868,16.93943005181347,45,2.40622788393489,2.264685067232838,0.14154281670205238,0.778485491861288,3,193,2024-01-30,2024-11-06
vv-nuHgs2fc,26583,23,289,70,680666,27,0,25.42171300879334,41.44600454029512,382,1.1736824286197944,1.087160967535643,0.08652146108415153,0.26332618590828727,27,1762,2020-01-09,2024-11-10
w1Zz2WSIxN4,9184,16,153,76,137080,26,3,12.776243245368692,34.68378716744914,245,1.8401567944250872,1.6659407665505226,0.17421602787456447,0.8275261324041812,23,1278,2020-05-13,2024-11-04
w8q-1HIsAPs,518,0,26,9,1190,2,2,3.0043675012328044,44.79617021276596,35,5.019305019305019,5.019305019305019,0,1.7374517374517375,0,141,2024-02-19,2024-11-09
wScFb__IEJw,79760,76,1095,303,2381311,208,8,28.596533430450965,31.424417277913612,1474,1.4681544633901704,1.3728686058174522,0.09528585757271815,0.37988966900702104,200,1227,2021-06-11,2024-11-10
w_y0AycF4-Y,15785,15,296,86,430713,44,0,22.263863176941022,33.16678819444444,397,1.9702248970541651,1.8751979727589483,0.09502692429521697,0.5448210326259106,44,1152,2020-07-27,2024-10-29
wozpFePfflk,37,0,0,0,5,0,0,0.08492822966507177,14.864999999999998,0,0,0,0,0,0,4,2024-09-19,2024-10-23
x0hrEtmMlC0,8531,8,111,40,182084,9,0,20.650269780091335,33.43932952924394,159,1.394912671433595,1.3011370296565468,0.0937756417770484,0.4688782088852421,9,1402,2019-10-28,2024-11-09
x4uQgnLpaE0,193,0,16,1,242,2,0,1.7845808038115731,200.5823076923077,17,8.290155440414509,8.290155440414509,0,0.5181347150259068,2,13,2024-09-15,2024-11-10
yQl2lY7q8-M,19143,29,342,101,533147,34,5,27.41294688379456,28.894693140794224,472,1.9380452384683697,1.7865538316878231,0.15149140678054643,0.5276080029253513,29,831,2022-08-03,2024-11-10
yTQibxnjW0M,5366,8,80,14,126967,3,0,22.174179946642813,36.945011424219345,102,1.6399552739470742,1.4908684308609765,0.14908684308609765,0.2609019754006709,3,1313,2019-10-16,2024-11-04
yrISeyCrCLw,4704,11,79,27,88432,9,0,19.441848915059527,33.091454545454546,117,1.913265306122449,1.679421768707483,0.233843537414966,0.5739795918367347,9,1430,2019-12-24,2024-11-10
zDDjJhIMiww,34,0,4,0,13,1,0,0.619047619047619,75.15714285714287,4,11.76470588235294,11.76470588235294,0,0,1,7,2024-09-15,2024-10-02
zoOl1hw04L0,3131387,780,31853,14801,83213823,8304,162,26.821159403323858,22.313876704208656,47434,1.04212606107134,1.0172169712654489,0.02490908980589113,0.47266594643204435,8142,1687,2020-03-30,2024-11-10
